business_name,address,phone,region,district,town,open_date,status
아이피부,"서울특별시 양천구 목동동로 430, 212호 (목동, 목동신시가지아파트 상가동)",,서울특별시,양천구,목동동로,,active
인뷰티,"서울특별시 양천구 오목로 320, 3층 (목동)",,서울특별시,양천구,오목로,,active
코코에스테틱,"서울특별시 성동구 마장로35나길 37, 1층 106호 (마장동)",,서울특별시,성동구,마장로35나길,,active
서중,"서울특별시 성동구 장터길 21, 2층 (금호동3가)",,서울특별시,성동구,장터길,,active
화이트(스킨&바디),"서울특별시 성동구 고산자로 194 (행당동,지상1층)",,서울특별시,성동구,고산자로,,active
오스킨케어(oskin care),"서울특별시 중구 퇴계로 123, 7층 7013~7017호 (충무로2가, 타비몰)",,서울특별시,중구,퇴계로,,active
자연피부,"서울특별시 양천구 오목로 232, 308호 (신정동, 보성상가)",,서울특별시,양천구,오목로,,active
젠 그룹아카데미,"서울특별시 서초구 강남대로53길 7, 702호 (서초동, 강남애니타워)",,서울특별시,서초구,강남대로53길,,active
지인에스테틱,"서울특별시 양천구 오목로 72, 201호 (신월동)",,서울특별시,양천구,오목로,,active
비타민와이비스킨코리아,"서울특별시 양천구 월정로50길 12, 2층 (신월동)",,서울특별시,양천구,월정로50길,,active
라온,서울특별시 양천구 남부순환로40길 53 (신월동),,서울특별시,양천구,남부순환로40길,,active
JNJ Shop(제이앤제이 샵),"서울특별시 서초구 사임당로 175, 704호 (서초동, 갤럭시타워)",,서울특별시,서초구,사임당로,,active
일 스킨케어,"서울특별시 양천구 목동서로 287, 509호 (신정동, 동문비젼오피스텔)",,서울특별시,양천구,목동서로,,active
뷰티라인,"서울특별시 송파구 올림픽로 119, 지하1층 97호 (잠실동, 파인애플상가)",,서울특별시,송파구,올림픽로,,active
약손케어,"서울특별시 양천구 등촌로 2, 203호 (목동, 가인빌딩)",,서울특별시,양천구,등촌로,,active
라인&미(라인엔미),"서울특별시 영등포구 여의동로3길 10, 201호 (여의도동)",,서울특별시,영등포구,여의동로3길,,active
아우라에스테틱,"서울특별시 영등포구 대림로 170, 502호 (대림동)",,서울특별시,영등포구,대림로,,active
스킨케어,"서울특별시 송파구 석촌호수로 134, 201호 (삼전동)",,서울특별시,송파구,석촌호수로,,active
봄날 살롱,"서울특별시 송파구 양산로 14, 지상2층 213호 (거여동)",,서울특별시,송파구,양산로,,active
내추럴 뷰티,"서울특별시 송파구 천호대로152길 11, 102호 (풍납동)",,서울특별시,송파구,천호대로152길,,active
페스티아 힐튼 스파,"서울특별시 송파구 양재대로71길 2-11, 2층 (방이동, 올림픽아트빌)",,서울특별시,송파구,양재대로71길,,active
뷰티 아뜨리에,"서울특별시 서초구 서초대로77길 3, 1202호, 1203호, 1204호 (서초동, 아라타워)",,서울특별시,서초구,서초대로77길,,active
더 뮤 스파,"서울특별시 성동구 매봉길 13, 2층 213호 (옥수동, 래미안 옥수리버젠 상가동)",,서울특별시,성동구,매봉길,,active
에이치에스코스메틱,"서울특별시 양천구 목동중앙서로 14, 3층 (목동)",,서울특별시,양천구,목동중앙서로,,active
현대 에스테틱,"서울특별시 서초구 신반포로 38, J동 209호 (반포동, 반포상가)",,서울특별시,서초구,신반포로,,active
힐링터치테라피,"서울특별시 서초구 강남대로 321, 208호 (서초동)",,서울특별시,서초구,강남대로,,active
핫탄 스킨 앤스파,"서울특별시 양천구 오목로 300, 206동 205호 (목동, 현대하이페리온2 )",,서울특별시,양천구,오목로,,active
뷰티 아비스,"서울특별시 양천구 오목로 320, 3층 (목동)",,서울특별시,양천구,오목로,,active
로데오스킨샵,"서울특별시 양천구 등촌로 32, 404호 (목동, 태영빌딩)",,서울특별시,양천구,등촌로,,active
오주 바디라인,"서울특별시 송파구 올림픽로 76, 5층 501호 (잠실동, J타워)",,서울특별시,송파구,올림픽로,,active
늘꽃,"서울특별시 양천구 오목로 225, 6층 (신정동, 부원빌딩)",,서울특별시,양천구,오목로,,active
코디샾,"서울특별시 양천구 목동중앙남로10길 13, 1층 102호 (목동)",,서울특별시,양천구,목동중앙남로10길,,active
코리아나화장품,"서울특별시 송파구 백제고분로7길 28-16, 2층 201호 (잠실동)",,서울특별시,송파구,백제고분로7길,,active
아이리스 수정테라피,"서울특별시 송파구 백제고분로 385, 2층 (송파동)",,서울특별시,송파구,백제고분로,,active
슬림엠,"서울특별시 송파구 중대로 60-6, 4층 (문정동)",,서울특별시,송파구,중대로,,active
큐 에스테틱,"서울특별시 양천구 오목로 344, 3층 (목동, 청학빌딩)",,서울특별시,양천구,오목로,,active
예쁜피부이야기,"서울특별시 양천구 목동중앙본로 35, 201호 (목동)",,서울특별시,양천구,목동중앙본로,,active
피부천사,"서울특별시 영등포구 당산로 214, 1동 301호 (당산동5가, 삼성래미안(아) 상가)",,서울특별시,영등포구,당산로,,active
블루에스테틱,서울특별시 영등포구 디지털로37길 9 (대림동),,서울특별시,영등포구,디지털로37길,,active
힐링에스테틱,"서울특별시 영등포구 도신로 35, 상가동 203호 (대림동, 대림현대3차 )",,서울특별시,영등포구,도신로,,active
파코메리,서울특별시 영등포구 영신로34길 10 (영등포동4가),,서울특별시,영등포구,영신로34길,,active
미앤,"서울특별시 영등포구 여의대방로 383, 3층 7,8호 (여의도동, 경도빌딩 )",,서울특별시,영등포구,여의대방로,,active
스파비알,"서울특별시 영등포구 문래로 180, 201호 (영등포동4가, 센트럴푸르지오시티상가)",,서울특별시,영등포구,문래로,,active
트랭퀼 아로마,"서울특별시 영등포구 영중로 140, 4층 (영등포동8가)",,서울특별시,영등포구,영중로,,active
아이오유,"서울특별시 서대문구 신촌로 61, 2층 (창천동, 성현빌딩)",,서울특별시,서대문구,신촌로,,active
더스킨앤바디(TheSkin&body),"서울특별시 서대문구 세검정로1길 90, 2층 (홍은동)",,서울특별시,서대문구,세검정로1길,,active
혜림바디슬림코리아 이대점,"서울특별시 서대문구 이화여대1길 21, 4층 1호 (대현동)",,서울특별시,서대문구,이화여대1길,,active
현정유기농테라피,"서울특별시 성동구 행당로 76, 201호 (행당동, 한진노변상가)",,서울특별시,성동구,행당로,,active
최영선 피부관리실,경기도 연천군 전곡읍 전곡로 142-1,,경기도,연천군,전곡읍,,active
스킨메니저,경기도 연천군 전곡읍 은전로77번길 19,,경기도,연천군,전곡읍,,active
쉬즈미,"경기도 평택시 팽성읍 안정로 41, 5층",,경기도,평택시,팽성읍,,active
골드스킨케어,경기도 평택시 송일로7번길 22 (서정동),,경기도,평택시,송일로7번길,,active
아리따움 전곡조은점,경기도 연천군 전곡읍 온골로 59-1,,경기도,연천군,전곡읍,,active
수피부건강관리,"경기도 평택시 포승읍 여술로 22, 2층",,경기도,평택시,포승읍,,active
이성희스킨케어,"경기도 평택시 평택2로 60, 1층B동 (비전동)",,경기도,평택시,평택2로,,active
수에스테틱,경기도 평택시 이충로 92 (서정동),,경기도,평택시,이충로,,active
바로티나(Varotina),경기도 연천군 전곡읍 전곡로161번길 17 (가새소리미용실내),,경기도,연천군,전곡읍,,active
스킨앤바디,"경기도 평택시 안중읍 안현로서7길 79, 상가동 2층 204호 (늘푸른마을)",,경기도,평택시,안중읍,,active
카리스에스테틱 2호,"경기도 평택시 중앙2로 1, 3층 (평택동)",,경기도,평택시,중앙2로,,active
코코스킨케어,"경기도 평택시 서정로 255-1, 1층 (서정동)",,경기도,평택시,서정로,,active
힐링타운,"경기도 평택시 중앙2로 150, 2층 (합정동)",,경기도,평택시,중앙2로,,active
오휘평택지점,"경기도 평택시 중앙2로 34-1, 2층 (합정동)",,경기도,평택시,중앙2로,,active
청담동에스테틱,경기도 연천군 전곡읍 은전로85번길 21,,경기도,연천군,전곡읍,,active
정피부미용관리,"경기도 평택시 팽성읍 팽성남산4길 108, 2층 (현성첨성대불한증막내)",,경기도,평택시,팽성읍,,active
라온에스테틱,"경기도 평택시 통복시장로5번길 14-4, 1층 (통복동)",,경기도,평택시,통복시장로5번길,,active
피부의 여왕,경기도 평택시 안중읍 안현로서7길 18,,경기도,평택시,안중읍,,active
섹씨미가스킨케어,"경기도 평택시 세교공원로 33, 상가동 209호 (세교동, 부영원앙아파트)",,경기도,평택시,세교공원로,,active
리엔케이,"경기도 평택시 평남로 1035, 2층 (동삭동)",,경기도,평택시,평남로,,active
정연스킨&바디케어,"경기도 평택시 송탄로 165, 2층 (서정동)",,경기도,평택시,송탄로,,active
신데렐라뷰티샵,"경기도 평택시 서정북로 131, 1층 (서정동)",,경기도,평택시,서정북로,,active
건강피부샵,"경기도 평택시 탄현1로 94, 2층 (서정동)",,경기도,평택시,탄현1로,,active
제이에스떼,"경기도 평택시 지산2로 95, 1층 2호 (지산동, 제일아파트상가)",,경기도,평택시,지산2로,,active
주차편한 스웨디시 왁싱샵,"경기도 평택시 이충로13번길 223, 1층 (이충동)",,경기도,평택시,이충로13번길,,active
윤피부토탈관리,경기도 연천군 전곡읍 온골로 19-1,,경기도,연천군,전곡읍,,active
필스킨케어,"경기도 평택시 경기대로 1155, 206호 (장당동, 제일하이빌1차@상가)",,경기도,평택시,경기대로,,active
멜라피부관리,"경기도 평택시 송탄로 410, 4층 (지산동)",,경기도,평택시,송탄로,,active
스킨&바디,"경기도 평택시 팽성읍 안정로 80, 1층",,경기도,평택시,팽성읍,,active
사랑피부샵,"경기도 평택시 진위면 엘지로 83, 2층",,경기도,평택시,진위면,,active
김민주그린테라피(green therapy),경기도 평택시 문화촌로19번길 45 (비전동),,경기도,평택시,문화촌로19번길,,active
유기농스킨케어,"경기도 용인시 수지구 신봉1로48번길 17 (신봉동, 뉴골드프라자 B동 107호)",,경기도,용인시,수지구,,active
유승주피부,"경기도 평택시 청북읍 안청로3길 28, 1층",,경기도,평택시,청북읍,,active
쉬즈(She´s)스킨케어,"경기도 평택시 평남로 281, 상가동 102호 (통복동, 삼성@)",,경기도,평택시,평남로,,active
실키스킨케어,경기도 평택시 평택1로 6 (2)층 (평택동),,경기도,평택시,평택1로,,active
미인뷰티샵,경기도 평택시 포승읍 서동대로 1194 (2층),,경기도,평택시,포승읍,,active
S Therapy(에스테라피),경기도 평택시 오성면 신3리길 47,,경기도,평택시,오성면,,active
태은미에스테틱,"경기도 평택시 비전3로 26, 302호 (비전동, 골든프라자5차)",,경기도,평택시,비전3로,,active
다올 피부관리실,"경기도 파주시 문화로 99-1, 2층 (금촌동)",,경기도,파주시,문화로,,active
휴에스테틱,경기도 평택시 팽성읍 동서촌로97번길 4 (외1필지(2층)),,경기도,평택시,팽성읍,,active
디자인피부관리실,경기도 평택시 밀월로36번길 4 (신장동),,경기도,평택시,밀월로36번길,,active
예인,"경기도 평택시 서정로 266 (서정동,(2층))",,경기도,평택시,서정로,,active
힐링라이프,"경기도 평택시 원평2로 34, 1층 (평택동)",,경기도,평택시,원평2로,,active
명품뷰티,"경기도 평택시 중앙로 76-1 (평택동, 1층)",,경기도,평택시,중앙로,,active
진세연스킨케어,"경기도 평택시 안중읍 안중로 107-1, 2층",,경기도,평택시,안중읍,,active
오휘화장품마사지샵,"경기도 평택시 중앙2로 34-1, 2층 (합정동)",,경기도,평택시,중앙2로,,active
휠링피부샾,경기도 평택시 탄현로 301 (신장동),,경기도,평택시,탄현로,,active
오휘소사벌지사피부관리실,"경기도 평택시 평남로 1015, 5층 (동삭동)",,경기도,평택시,평남로,,active
스타피부샵,"경기도 평택시 평택2로 21, 3층 (평택동)",,경기도,평택시,평택2로,,active
바비스킨케어,"경기도 평택시 평택2로 29-8, 2층 (평택동)",,경기도,평택시,평택2로,,active
뉴바디스킨케어피부관리샵,"경기도 평택시 경기대로 1578, 삼익상가동 105호 (독곡동)",,경기도,평택시,경기대로,,active
선문튼튼몸관리아로마피부관리,"경기도 평택시 서정역로 15 (서정동, 2층)",,경기도,평택시,서정역로,,active
리엔케이,"경기도 평택시 정암로 25, 2층 (이충동)",,경기도,평택시,정암로,,active
휴 피부실,경기도 연천군 전곡읍 은전로91번길 64-22,,경기도,연천군,전곡읍,,active
미(美)끌림 스킨케어,"경기도 용인시 수지구 현암로 119 (죽전동, 죽전메디뷰 304호)",,경기도,용인시,수지구,,active
나나스킨케어,"경기도 평택시 안중읍 안현로서3길 86-1, 1층",,경기도,평택시,안중읍,,active
토탈케어,"경기도 평택시 평택2로 127, 지층 (비전동)",,경기도,평택시,평택2로,,active
(주)코리아나화장품,"경기도 평택시 안중읍 안현로서8길 23, 2층",,경기도,평택시,안중읍,,active
(주)코리아나화장품피부샵,"경기도 평택시 평남로 659, 4층 (비전동)",,경기도,평택시,평남로,,active
벨루스,"경기도 평택시 평택5로 31, 1층 (합정동)",,경기도,평택시,평택5로,,active
봄날스킨케어,"경기도 용인시 수지구 손곡로 80 (동천동, 수진마을써니밸리상가 203호)",,경기도,용인시,수지구,,active
BS스킨케어(비에스스킨케어),"경기도 평택시 평택로 54, 3층 (평택동)",,경기도,평택시,평택로,,active
송탄피부관리,"경기도 평택시 서정로 246, 1층 (서정동)",,경기도,평택시,서정로,,active
테라피앙,"경기도 안양시 동안구 평촌대로217번길 19 (호계동,동아테마타운 306호)",,경기도,안양시,동안구,,active
라벨라,"경기도 평택시 이충로35번길 20-9, 201호 (이충동, 이충센타프라자)",,경기도,평택시,이충로35번길,,active
보보스뷰티,"경기도 평택시 추담로 58-26, 2층 (이충동)",,경기도,평택시,추담로,,active
힐링밸런스맛사지,"경기도 평택시 평택3로 20, 상가동 201호 (합정동, 주공아파트)",,경기도,평택시,평택3로,,active
안에스테틱,"경기도 평택시 평택1로12번길 30, 3층 (평택동)",,경기도,평택시,평택1로12번길,,active
박소현피부관리,"경기도 평택시 평택1로 70, 2층 (비전동)",,경기도,평택시,평택1로,,active
올가스킨,"경기도 평택시 청원로 1200, 2층 205호 (이충동, 금강프라자)",,경기도,평택시,청원로,,active
상하이테라피,"경기도 평택시 비전2로 192, 404호 (비전동, 메가타워)",,경기도,평택시,비전2로,,active
안단테,경기도 평택시 탄현로327번길 3 (신장동),,경기도,평택시,탄현로327번길,,active
힐링&뷰티샵,"경기도 용인시 기흥구 신갈로124번길 23-5 (신갈동, 103호)",,경기도,용인시,기흥구,,active
패밀리뷰티샵,"경기도 안양시 동안구 관평로 315-1 (관양동,지상2층)",,경기도,안양시,동안구,,active
차윤스킨,"경기도 용인시 수지구 신봉2로 2 (신봉동, 센트럴500상가 204호)",,경기도,용인시,수지구,,active
코스모스,"경기도 안양시 만안구 안양로329번길 17 (안양동,지상2층)",,경기도,안양시,만안구,,active
180도스킨케어,"경기도 안양시 만안구 삼봉로 65, 114호 (박달동, 금호타운아파트상가동)",,경기도,안양시,만안구,,active
동안스킨케어,"경기도 안양시 만안구 박달로525번길 30-5 (박달동,지상1층)",,경기도,안양시,만안구,,active
이수하핸드파워,"경기도 안양시 만안구 안양로329번길 108 (안양동,외1필지 안양월드 지상505호)",,경기도,안양시,만안구,,active
풋조이(FootJoy),"경기도 평택시 팽성읍 안정쇼핑로 3, 나동1층",,경기도,평택시,팽성읍,,active
신온천 피부관리실,"경기도 용인시 기흥구 신구로22번길 28 (구갈동, 지하1층)",,경기도,용인시,기흥구,,active
얼짱에스테틱,"경기도 평택시 안중읍 안현로서6길 38, 3층",,경기도,평택시,안중읍,,active
제이뷰티샵(J beauty shop),"경기도 평택시 안중읍 안중로84번길 35, 201호",,경기도,평택시,안중읍,,active
수한빛에스테틱,"경기도 용인시 처인구 금령로71번길 7, 2층 (김량장동, 외 1필지)",,경기도,용인시,처인구,,active
썬피부관리,"경기도 평택시 중앙2로 138, 2층 (합정동)",,경기도,평택시,중앙2로,,active
단아에스테틱,"경기도 용인시 기흥구 언동로217번길 7 (중동, 어정마을 동백아이파크 상가동 106호일부)",,경기도,용인시,기흥구,,active
블링S스킨케어,"경기도 용인시 기흥구 흥덕중앙로 59 (영덕동, 흥덕노블레스 201호)",,경기도,용인시,기흥구,,active
조성미피부샵,"경기도 평택시 자유로20번길 11, 2층 (합정동)",,경기도,평택시,자유로20번길,,active
소사벌피부샵,"경기도 평택시 평택5로 134, 상가동 지층 (비전동, 태산신그린아파트)",,경기도,평택시,평택5로,,active
팰리스스킨,"경기도 평택시 동부공원로 26, 1층 (비전동)",,경기도,평택시,동부공원로,,active
수아아로마테라피,"경기도 평택시 자유로13번길 6, 2층 (평택동)",,경기도,평택시,자유로13번길,,active
바디핏,"경기도 평택시 안중읍 송담2로 117, 1층 101호",,경기도,평택시,안중읍,,active
안나스킨,경기도 평택시 이충로100번길 15-4 (서정동),,경기도,평택시,이충로100번길,,active
퀸`s,"경기도 평택시 지장로27번길 104, 3호 (서정동)",,경기도,평택시,지장로27번길,,active
바디핸스토리,"경기도 평택시 관광특구로 5, 2층 (서정동)",,경기도,평택시,관광특구로,,active
태라,"경기도 평택시 송탄로 116, 104호 (이충동)",,경기도,평택시,송탄로,,active
오메오스킨케어,"경기도 평택시 탄현로 231, 2층 (신장동)",,경기도,평택시,탄현로,,active
부티나 피부관리실,"경기도 평택시 송탄로40번길 79-16, 3층 (이충동)",,경기도,평택시,송탄로40번길,,active
더앤아이스킨,"경기도 평택시 중앙2로 161, 2층 (합정동)",,경기도,평택시,중앙2로,,active
여우배꼽,"경기도 평택시 평택1로19번길 19, 1층 (평택동)",,경기도,평택시,평택1로19번길,,active
슈얼리,경기도 평택시 평택1로9번길 41 (평택동),,경기도,평택시,평택1로9번길,,active
제니스킨,경기도 평택시 송일로37번길 38 (서정동),,경기도,평택시,송일로37번길,,active
디자인피부관리실,"경기도 평택시 밀월로35번길 50, 2층 (신장동)",,경기도,평택시,밀월로35번길,,active
벨라피부관리,"경기도 용인시 수지구 광교중앙로 305 (상현동, 푸르지오시티 C동 302호)",,경기도,용인시,수지구,,active
코지스킨&바디,"경기도 용인시 기흥구 연원로 8, 301-1호 (마북동, 3층)",,경기도,용인시,기흥구,,active
에스더스킨케어,"경기도 용인시 수지구 진산로 24 (상현동, 성원A 상가2동 202호)",,경기도,용인시,수지구,,active
유에스테틱,"경기도 평택시 세교상가2길 12, 1층 (세교동)",,경기도,평택시,세교상가2길,,active
유앤아이피부실,경기도 평택시 서정로 290 (서정동),,경기도,평택시,서정로,,active
비단에스테틱,"경기도 평택시 조개터로42번길 52, 1층 (합정동)",,경기도,평택시,조개터로42번길,,active
약손 몸사랑 발사랑,"경기도 용인시 기흥구 구성로 75 (언남동, 2층)",,경기도,용인시,기흥구,,active
퀸스킨케어,"경기도 평택시 중앙로 24, 2층 (평택동)",,경기도,평택시,중앙로,,active
벨라,경기도 평택시 고덕면 궁2길 37-16,,경기도,평택시,고덕면,,active
밝은얼굴,"경기도 평택시 안중읍 안중로131번길 7, 2층",,경기도,평택시,안중읍,,active
국제뷰티아카데미SK,"경기도 평택시 중앙로 46, 4층 (평택동, M-프라자)",,경기도,평택시,중앙로,,active
이레피부샵,"경기도 용인시 기흥구 서천동로43번길 5-2, 102호 (서천동)",,경기도,용인시,기흥구,,active
토닥토닥,"경기도 용인시 수지구 성복2로 51 (성복동, 데이파크 B동 402호일부)",,경기도,용인시,수지구,,active
뷰티걸짱,경기도 용인시 처인구 모현읍 외대로54번길 15 (1층일부),,경기도,용인시,처인구,,active
애플수에스테틱,"경기도 용인시 기흥구 새천년로16번길 18, 202호 (신갈동, 상가동)",,경기도,용인시,기흥구,,active
차이나황실,"경기도 용인시 기흥구 죽전로 39, 606호 (보정동, 에스제이타워)",,경기도,용인시,기흥구,,active
주스킨스토리,경기도 평택시 안중읍 안중로8번길 58-45 (해동마을 삼익참드림아파트 상가 101호(103동)),,경기도,평택시,안중읍,,active
청호나이스피부샵,"경기도 평택시 중앙2로 129, 4층 (합정동)",,경기도,평택시,중앙2로,,active
네츄럴스킨케어by전호진,"경기도 용인시 기흥구 보정로 30, 110호 (보정동, 동아솔레시티A 중앙상가동)",,경기도,용인시,기흥구,,active
리리코스명품피부관리,"경기도 평택시 평택로 23, 404-2호 (평택동, 미라클)",,경기도,평택시,평택로,,active
루스킨케어,"경기도 평택시 송탄로 170, 107호 (서정동, 롯데캐슬상가)",,경기도,평택시,송탄로,,active
S피부미인,"경기도 평택시 안중읍 안중로114번길 10, 2층",,경기도,평택시,안중읍,,active
바비스킨케어,"경기도 평택시 지산천로 66, 202호 (독곡동, 라이프아파트상가)",,경기도,평택시,지산천로,,active
에스텍틱관리실,"경기도 평택시 포승읍 평택항로268번길 69, 5층",,경기도,평택시,포승읍,,active
로즈아로마맛사지샾,경기도 평택시 중앙시장로6번길 8 (신장동),,경기도,평택시,중앙시장로6번길,,active
예쁜세상,"경기도 평택시 무지개공원3길 9-1, 1층 (비전동)",,경기도,평택시,무지개공원3길,,active
안녕하세요,"경기도 평택시 이충로35번길 26, 302호 (이충동, 보람플러스 1)",,경기도,평택시,이충로35번길,,active
썬샤인,"경기도 평택시 특구로27번길 73, 2층 (서정동)",,경기도,평택시,특구로27번길,,active
뉴스킨(평택)차이피부관리,"경기도 평택시 안중읍 안현로서8길 17, 6층",,경기도,평택시,안중읍,,active
미라클피부미용,"경기도 평택시 평택로 23, 5층 (평택동, 미라클)",,경기도,평택시,평택로,,active
더블유스킨,"경기도 평택시 평남로 665, 2층 (비전동)",,경기도,평택시,평남로,,active
럭키스파피부미용실,"경기도 평택시 신장1로 3, 2층 (신장동)",,경기도,평택시,신장1로,,active
이쁘제스킨케어,"경기도 평택시 중앙로 210, 1층 (합정동)",,경기도,평택시,중앙로,,active
미소피부샾,"경기도 평택시 안중읍 안현로서6길 68, 4층",,경기도,평택시,안중읍,,active
올가스킨케어,"경기도 용인시 기흥구 구성로 107, 107호 (언남동, 로얄프라자)",,경기도,용인시,기흥구,,active
이튼피부관리,"경기도 용인시 처인구 한터로152번길 2 (고림동, 이튼프라자 223호 226호)",,경기도,용인시,처인구,,active
뷰티라인(피부관리실),"경기도 용인시 처인구 금령로27번길 28, 1층 (김량장동)",,경기도,용인시,처인구,,active
더 스킨케어,"경기도 용인시 기흥구 탑실로 116, 203호 (공세동, 대주피오레상가)",,경기도,용인시,기흥구,,active
더 채움 에스테틱,"경기도 용인시 수지구 현암로125번길 6 (죽전동, 그린프라자 201호)",,경기도,용인시,수지구,,active
버츠비스파(신세계경기점),"경기도 용인시 수지구 포은대로 536 (죽전동, 신세계경기점 7층)",,경기도,용인시,수지구,,active
킹피부관리샵,"경기도 평택시 평택로32번길 11, 2층 (평택동)",,경기도,평택시,평택로32번길,,active
하얀피부고운몸매,경기도 연천군 전곡읍 은전로 75-24,,경기도,연천군,전곡읍,,active
미(美)에스테틱,"경기도 평택시 안중읍 안중로8번길 63-9, 203호 (한신빌딩)",,경기도,평택시,안중읍,,active
제니하우스,"경기도 평택시 중앙2로 65-2, 1층 (합정동)",,경기도,평택시,중앙2로,,active
시연아트페이스,"경기도 평택시 비전1로 23, 1층 (비전동)",,경기도,평택시,비전1로,,active
필스킨케어,"경기도 평택시 현신3길 75, 601동 202호 (용이동, 평택용이푸르지오)",,경기도,평택시,현신3길,,active
혜미스킨케어,"경기도 평택시 평택4로 56, 동아목련(아)상가동 206호 (비전동)",,경기도,평택시,평택4로,,active
몸짱에스라인샵,"경기도 평택시 중앙1로 65-2, 1층 (비전동)",,경기도,평택시,중앙1로,,active
벤자롱 골드맘스,"경기도 용인시 수지구 포은대로313번길 4 (풍덕천동, 수지미래산부인과내 6층 일부)",,경기도,용인시,수지구,,active
비너스스킨케어,"경기도 용인시 처인구 금령로 62 (김량장동, 6층, 603호)",,경기도,용인시,처인구,,active
화스파,"경기도 용인시 기흥구 죽전로 46 (보정동, 타워시티 501호)",,경기도,용인시,기흥구,,active
스파코지,"경기도 용인시 수지구 수지로 119 (성복동, 모던프라자 C동 303호)",,경기도,용인시,수지구,,active
이피부관리,"경기도 용인시 수지구 신봉1로 84 (신봉동, 신봉종합상가 315호)",,경기도,용인시,수지구,,active
수미세상,"경기도 용인시 기흥구 구성3로28번길 32 (청덕동, 201호일부)",,경기도,용인시,기흥구,,active
순스킨솔루션,"경기도 용인시 수지구 성복2로 84 (성복동, 성동마을엘지빌리지1차 상가동 111호)",,경기도,용인시,수지구,,active
미코 에스테틱,"경기도 용인시 수지구 성복1로 106 (성복동, 벽산프라자 지층 B09)",,경기도,용인시,수지구,,active
수 피부관리,"경기도 용인시 수지구 성복2로 51 (성복동, B동 311호)",,경기도,용인시,수지구,,active
기비스킨케어,"경기도 평택시 신한3길 47-1, 1층 (비전동)",,경기도,평택시,신한3길,,active
바디바디힐링&케어,"경기도 용인시 처인구 중부대로1158번길 2, 2층 202호 (삼가동, 씨티프라자)",,경기도,용인시,처인구,,active
예뻐지는뽀샵,"경기도 평택시 지장로47번길 22 (서정동, 용운아트빌)",,경기도,평택시,지장로47번길,,active
러블리유,"경기도 평택시 현신3길 43, 102호 (용이동)",,경기도,평택시,현신3길,,active
아이블리샵,"경기도 평택시 평택5로 39, 2층 (합정동)",,경기도,평택시,평택5로,,active
C&C스킨케어,"경기도 평택시 송탄로 410, 4층 (지산동)",,경기도,평택시,송탄로,,active
더코코(The CoCo),"경기도 평택시 안중읍 송담8길 53-6, 1층",,경기도,평택시,안중읍,,active
낙원피부관리,"경기도 용인시 처인구 금령로71번길 8 (김량장동, 지하1층 일부)",,경기도,용인시,처인구,,active
수앤팜,경기도 파주시 문산읍 문향로 52-1 (우리들빌딩5층 502호),,경기도,파주시,문산읍,,active
올드림,"경기도 용인시 기흥구 구갈로60번길 19 (구갈동, 금강프라자 406호)",,경기도,용인시,기흥구,,active
김피부관리,"경기도 평택시 평택로57번길 6, 1층 (평택동)",,경기도,평택시,평택로57번길,,active
속눈썹더하다,"경기도 평택시 문화촌로11번길 51-14, 1층 (비전동)",,경기도,평택시,문화촌로11번길,,active
주메디얼테라피(미소지움),"경기도 평택시 현신로 12, 3층 (용이동)",,경기도,평택시,현신로,,active
밸런스에스테틱,"경기도 용인시 기흥구 구갈로 74 (구갈동, 구갈스포츠센타 203호)",,경기도,용인시,기흥구,,active
에스디에이(SDA)헤어카페,"경기도 용인시 수지구 성복2로 100 (성복동, 예반아이엔프라자 208호 일부)",,경기도,용인시,수지구,,active
좋은스킨,"경기도 평택시 송탄공원로 146, 아주상가동 313호 (지산동, 아주아파트)",,경기도,평택시,송탄공원로,,active
건강한피부,"경기도 용인시 기흥구 흥덕2로87번길 18 (영덕동, 이시티빌딩 에코사우나 내)",,경기도,용인시,기흥구,,active
마음,"경기도 평택시 비전6길 34-4, 1층 (비전동)",,경기도,평택시,비전6길,,active
얼짱스킨앤바디,"경기도 평택시 안중읍 안현로서6길 10, 302호",,경기도,평택시,안중읍,,active
피부이야기,"경기도 용인시 처인구 백옥대로 1059 (김량장동, 2층, 외1필지)",,경기도,용인시,처인구,,active
죽전대중탕 화장품코너,"경기도 용인시 기흥구 죽전로 20 (보정동, 죽전누리에뜰 죽전사우나 지하1층)",,경기도,용인시,기흥구,,active
오유피부샵,"경기도 용인시 처인구 금령로85번길 15, 2층 (김량장동, 외1필지 )",,경기도,용인시,처인구,,active
지앤지스파,"경기도 파주시 가나무로 143, 6층 (금능동, 메트로프라자)",,경기도,파주시,가나무로,,active
강남스킨&바디,"경기도 용인시 기흥구 강남동로 6 (구갈동, 그랜드프라자 401호)",,경기도,용인시,기흥구,,active
소인에스테틱,"경기도 평택시 조개터로6번길 15-16, 1층 (합정동)",,경기도,평택시,조개터로6번길,,active
21세기피부관리,"경기도 평택시 포승읍 포승향남로 71, 3층",,경기도,평택시,포승읍,,active
왁싱프리,"경기도 평택시 비전2로 200, 207호 (비전동, 쏘울플러스)",,경기도,평택시,비전2로,,active
서앤김에스테틱,"경기도 평택시 조개터로2번길 53, 1층 (합정동)",,경기도,평택시,조개터로2번길,,active
황후(죽전점),"경기도 용인시 수지구 동백죽전대로 1157, 401호 (죽전동, 새터빌딩)",,경기도,용인시,수지구,,active
