business_name,address,phone,region,district,town,open_date,status
뷰티나,"경기도 남양주시 다산중앙로20번길 10-80, 1층 (다산동)",,경기도,남양주시,다산중앙로20번길,,active
에스테틱798,"경상남도 거제시 수양1길 112, 주2동 2층 (수월동)",,경상남도,거제시,수양1길,,active
바비 스킨&바디(Barbie Skin&Body),"경기도 수원시 영통구 에듀타운로 101, 에듀하임1309오피스텔 105동 지1층 B106호 (이의동)",,경기도,수원시,영통구,,active
벨르뮤 세종점 눈썹&속눈썹펌,"세종특별자치시 만남로 146, 삼성프라자 1동 4층 403호 (고운동)",,세종특별자치시,만남로,"146,",,active
아이퀸에스테틱,"충청남도 천안시 서북구 성정공원5로 45, 3층 (성정동)",,충청남도,천안시,서북구,,active
블랙스컬프(BLACK SCALP),"경기도 성남시 분당구 성남대로 449, 1층 114호 (정자동, 로얄팰리스)",,경기도,성남시,분당구,,active
생체전기모든통증완화센터,"서울특별시 영등포구 디지털로37길 27, 2층 (대림동)",,서울특별시,영등포구,디지털로37길,,active
쪼 뷰티(JJO Beauty),"경기도 광주시 경안로41번길 6, 1층 C137호 (경안동, 경기광주역 금호리첸시아)",,경기도,광주시,경안로41번길,,active
묘수 발란스 테라피,"대구광역시 중구 국채보상로 451-2, 1층 (대신동)",,대구광역시,중구,국채보상로,,active
"에스테틱,매일 크리스마스","경상남도 창원시 마산회원구 봉양로 41, 203호 일부호 (양덕동)",,경상남도,창원시,마산회원구,,active
니앙스 스파,"서울특별시 강남구 논현로 734, 지하3층 일부호 (논현동)",,서울특별시,강남구,논현로,,active
헤드스파서울(Headspa Seoul),"서울특별시 마포구 동교로46길 42-9, 2층 202(일부)호 (연남동)",,서울특별시,마포구,동교로46길,,active
더빛나다 스킨앤바디,"경상남도 김해시 활천로36번길 55, 2층 (삼정동)",,경상남도,김해시,활천로36번길,,active
미가인,"대구광역시 수성구 청수로4길 19, 2층 (중동)",,대구광역시,수성구,청수로4길,,active
홍스뷰티,"경기도 부천시 원미구 석천로44번길 28, 1층 일부 (상동)",,경기도,부천시,원미구,,active
루베르뷰티,"강원특별자치도 원주시 남원로 441-15, 현진에버빌3차 상가동 1층 104호 (명륜동)",,강원특별자치도,원주시,남원로,,active
피부샵,"경기도 안양시 동안구 비산로 57, 안양임곡휴먼시아 가상가동 가상가동 201호 (비산동)",,경기도,안양시,동안구,,active
아이(I) 뷰티샾,"경상남도 창원시 성산구 용지로 64, 덕산그린피아 1층 108호, 109호 (중앙동)",,경상남도,창원시,성산구,,active
미모,"서울특별시 노원구 상계로1길 54-3, 2층 일부호 (상계동)",,서울특별시,노원구,상계로1길,,active
"너,다움","충청남도 서산시 호수공원11로 24, 1층 102호 (예천동)",,충청남도,서산시,호수공원11로,,active
이서은 에스테틱,"경상남도 고성군 고성읍 성내로135번길 16, 1층",,경상남도,고성군,고성읍,,active
알레스하임 폰타나 에스테틱,"서울특별시 영등포구 도신로60길 2, 미주 메디컬 빌딩 9층 (신길동)",,서울특별시,영등포구,도신로60길,,active
뮤스킨,"강원특별자치도 강릉시 하평6길 59, 1층 (포남동)",,강원특별자치도,강릉시,하평6길,,active
올가드림뷰티,"경기도 성남시 중원구 시민로 66, 지1층 B212호 (중앙동, 중앙동힐스테이트2차)",,경기도,성남시,중원구,,active
프라우딘,"충청남도 아산시 탕정면 탕정면로 54-8, 3층 302호",,충청남도,아산시,탕정면,,active
"더,빛나다","인천광역시 연수구 해돋이로120번길 16, 상가동 115일부호 (송도동, 송도풍림아이원2단지아파트)",,인천광역시,연수구,해돋이로120번길,,active
스킨벨유에스테틱,"경기도 고양시 일산동구 강석로 5, 522호 (백석동)",,경기도,고양시,일산동구,,active
더뷰티,"경상북도 영주시 원당로 69, 한라연립주택 101호 (영주동)",,경상북도,영주시,원당로,,active
정소윤 뷰티,"충청남도 홍성군 홍북읍 충남대로 24, 내포제나우스오피스텔 216호",,충청남도,홍성군,홍북읍,,active
모티브 왁싱,"서울특별시 송파구 올림픽로12길 17, 5층 (잠실동)",,서울특별시,송파구,올림픽로12길,,active
영스킨&바디,"경기도 부천시 원미구 길주로77번길 55-9, 태평양프라자 204호 일부 (상동)",,경기도,부천시,원미구,,active
남다른 에스테틱,"광주광역시 남구 회재로 1284, 근린생활시설동 2층 207호 (백운동, 백운대라수 어썸브릿지 주상복합)",,광주광역시,남구,회재로,,active
뷰티.하라,"전라남도 목포시 삼학로 331, 2층 201-2호 (용해동, 금호타운)",,전라남도,목포시,삼학로,,active
끌올에스테틱 월평점,"대전광역시 서구 월평서로6번길 29-9, 1층 일부호 (월평동)",,대전광역시,서구,월평서로6번길,,active
람므테라피,"경기도 양주시 옥정로 200, 옥정 시네마엠디프라자 407호 일부 (옥정동)",,경기도,양주시,옥정로,,active
엘뷰티 왁싱,"경기도 남양주시 다산중앙로123번길 21-3, 502호 일부 (다산동)",,경기도,남양주시,다산중앙로123번길,,active
예인에스테틱,"전북특별자치도 전주시 완산구 홍산남로 62, 3층 302호 (효자동2가)",,전북특별자치도,전주시,완산구,,active
보예미,"광주광역시 남구 서문대로 768, 2동 2층 202호 (주월동, 라인가든아파트)",,광주광역시,남구,서문대로,,active
더엘브로우,"광주광역시 북구 일곡마을로 50-1, 진로아파트 상가동 204호 (일곡동)",,광주광역시,북구,일곡마을로,,active
리즈살롱,"강원특별자치도 강릉시 선수촌로 73, 205호 (홍제동)",,강원특별자치도,강릉시,선수촌로,,active
피부천사,"광주광역시 서구 월드컵4강로 148-3, 1층 (쌍촌동)",,광주광역시,서구,월드컵4강로,,active
동안 에스테틱,"충청북도 청주시 흥덕구 봉명로 188-1, 1층 101호 (봉명동)",,충청북도,청주시,흥덕구,,active
에스테틱 인앤아웃,"부산광역시 남구 수영로266번길 111-10, 2층 (대연동)",,부산광역시,남구,수영로266번길,,active
살롱드플레인,"울산광역시 남구 월평로48번길 9, 112호 (신정동)",,울산광역시,남구,월평로48번길,,active
민트슈가링왁싱,"경기도 부천시 소사구 중동로 71, 2층 일부호 (송내동)",,경기도,부천시,소사구,,active
지축 힐렌 에스테틱,"경기도 고양시 덕양구 지축로 56, 성산타워 1005호 (지축동)",,경기도,고양시,덕양구,,active
바른손,"경기도 시흥시 은계번영길 23, 은계타운 3층 304호 일부호 (은행동)",,경기도,시흥시,은계번영길,,active
고고점핑,"경기도 수원시 장안구 수성로261번길 81, 3층 일부호 (정자동)",,경기도,수원시,장안구,,active
글램래쉬(Glam Lash),"대전광역시 서구 관저로 83, 1층 111호 (관저동, 신선마을아파트)",,대전광역시,서구,관저로,,active
피부봄에스테틱,"경상남도 창원시 마산회원구 내서읍 삼계로 54, 지상3층",,경상남도,창원시,마산회원구,,active
리페어포유,"경기도 고양시 덕양구 삼원로 18-1, 1층 일부호 (삼송동)",,경기도,고양시,덕양구,,active
이아(Oia),"경기도 김포시 김포한강4로420번길 80, 삼성프라자 103호 (구래동)",,경기도,김포시,김포한강4로420번길,,active
서하브로우,"전북특별자치도 전주시 완산구 배학2길 42-1, 1층 (효자동3가)",,전북특별자치도,전주시,완산구,,active
와유왁싱,"경기도 부천시 원미구 길주로 91, 319호 일부호 (상동, 비잔티움 상동)",,경기도,부천시,원미구,,active
리니뷰티 피부관리,"서울특별시 강서구 화곡로 416, 가양역 더스카이밸리5차 지식산업센터 1층 136호 (등촌동)",,서울특별시,강서구,화곡로,,active
미모당,"서울특별시 은평구 연서로 130, 수인빌딩 4층 일부호 (역촌동)",,서울특별시,은평구,연서로,,active
뷰티플로우,"경기도 의정부시 신흥로 130, 5층 일부호 (호원동)",,경기도,의정부시,신흥로,,active
영란피부관리,"전라남도 무안군 삼향읍 남악3로 74, 유풍프라자 701호 일부",,전라남도,무안군,삼향읍,,active
예뻐지는에스테틱,"대전광역시 서구 유등로465번길 57, 레몬트리 1층 (가장동)",,대전광역시,서구,유등로465번길,,active
약손테라피,"강원특별자치도 원주시 시청로 89-16, 원주무실코아루허브288 6층 619호 (무실동)",,강원특별자치도,원주시,시청로,,active
셀온(CELL ON),"경기도 화성시 동탄대로5길 21, 라크몽 2층 E233호 (송동)",,경기도,화성시,동탄대로5길,,active
드뮤어왁싱,"제주특별자치도 제주시 노형11길 5-4, 5층 (노형동)",,제주특별자치도,제주시,노형11길,,active
당신의 봄날,"경상북도 포항시 북구 장량로174번길 6-9, 2층 (양덕동)",,경상북도,포항시,북구,,active
바오풋앤바디,"경기도 하남시 미사강변중앙로 174, 해링턴타워 레이크파크 2층 220, 221호 (망월동)",,경기도,하남시,미사강변중앙로,,active
영해지다 에스테틱,"충청남도 예산군 삽교읍 청사로 217, 엔젤스타워 209호",,충청남도,예산군,삽교읍,,active
아델라뷰티,"충청북도 청주시 서원구 사직대로164번길 11, 1층 (사창동)",,충청북도,청주시,서원구,,active
데이백뷰티,"경기도 화성시 효행로 1035, 명민빌딩 2층 일부호 (진안동)",,경기도,화성시,효행로,,active
MH뷰티,"서울특별시 구로구 고척로30길 6, 원광빌딩 지하1층 일부호 (개봉동)",,서울특별시,구로구,고척로30길,,active
허니래쉬왁싱,"경기도 고양시 덕양구 권율대로 685, SIB 타워 104(일부)호 (원흥동)",,경기도,고양시,덕양구,,active
명인,"경기도 안산시 단원구 선부광장1로 38, 상록타운 506호 (선부동)",,경기도,안산시,단원구,,active
여우뷰티,"경기도 고양시 일산동구 정발산로 43-20, 센트럴프라자 3층 317(일부)호 (장항동)",,경기도,고양시,일산동구,,active
리왁싱(LEEWAXING),"인천광역시 연수구 먼우금로188번길 12, 이리옴3빌딩 5층 502호 일부호 (연수동)",,인천광역시,연수구,먼우금로188번길,,active
썬페이스샵,"인천광역시 연수구 신송로6번길 7, 상가동 201일부호 (송도동, 송도 성지리벨루스)",,인천광역시,연수구,신송로6번길,,active
엘리앤코스파피엠,"대구광역시 수성구 무학로 25, 2층 (상동)",,대구광역시,수성구,무학로,,active
루미에스떼,"서울특별시 동작구 동작대로1길 7, 라온빌딩 6층 (사당동)",,서울특별시,동작구,동작대로1길,,active
브리쥬 에스테틱,"경기도 포천시 소흘읍 태봉로 138, 희성RICH프라자 2층 205호",,경기도,포천시,소흘읍,,active
더유스뷰티,"경기도 남양주시 수동면 비룡로 730, 은강21 2층 23호 일부",,경기도,남양주시,수동면,,active
엘라인,"서울특별시 강서구 공항대로 269-15, 힐스테이트에코마곡 317호 (마곡동)",,서울특별시,강서구,공항대로,,active
쑤&미 해독다이어트,"인천광역시 강화군 강화읍 갑룡길56번길 3, 2층",,인천광역시,강화군,강화읍,,active
건강셀러,"서울특별시 관악구 신사로 104, 4층 401호 (신림동)",,서울특별시,관악구,신사로,,active
삼삼(33),"서울특별시 구로구 도림로12길 5, 101호 일부(정면기준 우측)호 (구로동)",,서울특별시,구로구,도림로12길,,active
숲칼프 동탄카림점,"경기도 화성시 동탄대로시범길 134, A동 2층 2148호 (청계동, 동탄역시범반도유보라아이비파크4.0)",,경기도,화성시,동탄대로시범길,,active
디무드왁싱,"울산광역시 중구 곽남7길 11, 1층 (남외동)",,울산광역시,중구,곽남7길,,active
아룸 에스테틱,"서울특별시 성동구 왕십리로 410, J동 1층 111호 (하왕십리동, 센트라스)",,서울특별시,성동구,왕십리로,,active
더마스토어,"서울특별시 서초구 서초대로64길 55, 502호 (서초동)",,서울특별시,서초구,서초대로64길,,active
더맑은스킨 동탄그랑파사쥬점,"경기도 화성시 동탄대로5길 15, 더샵 동탄센텀폴리스 1단지 그랑파사쥬 3층 3036호 (송동)",,경기도,화성시,동탄대로5길,,active
충남피부건강관리,"서울특별시 강북구 숭인로 19-1, 지1층 (미아동)",,서울특별시,강북구,숭인로,,active
루비셀뷰티랩 황성점,"경상북도 경주시 원지길12번길 27, 101호 (황성동)",,경상북도,경주시,원지길12번길,,active
베베뷰티(BeBeBeauty),"광주광역시 서구 상무오월로15번길 14, 1층 (쌍촌동)",,광주광역시,서구,상무오월로15번길,,active
주바에스테틱,"제주특별자치도 제주시 도령로 129, 드림플라자 2층 (연동)",,제주특별자치도,제주시,도령로,,active
뉴플렉스피부관리 서현점,"경기도 성남시 분당구 서현로180번길 13, 서현프라자 5층 506(일부)호 (서현동)",,경기도,성남시,분당구,,active
에스테틱다온,"경상북도 영주시 풍기읍 풍기로 47, 信건강마을",,경상북도,영주시,풍기읍,,active
왁싱백프로,"인천광역시 서구 청중로478번길 24, 에스디프라자 2층 일부호 (가정동)",,인천광역시,서구,청중로478번길,,active
이거뷰티,"대구광역시 수성구 수성로14길 26, 2층 (상동)",,대구광역시,수성구,수성로14길,,active
오션브로우,"서울특별시 마포구 성미산로19길 21, 2층 204호 (연남동)",,서울특별시,마포구,성미산로19길,,active
스튜디오더:물결,"경기도 안산시 상록구 송호1길 85, 2층 일부 (이동)",,경기도,안산시,상록구,,active
스피드 왁싱 & 피부,"경기도 의정부시 시민로 123, 3(일부)층 (의정부동)",,경기도,의정부시,시민로,,active
더골든왁스(The Golden Wax),"경기도 성남시 분당구 판교역로 136, 힐스테이트 판교역(7-1BL) 판매시설동 지하1층 B1028호 (백현동)",,경기도,성남시,분당구,,active
면역방,"서울특별시 강동구 양재대로89길 16, 지하1층 (성내동, 파크프라자)",,서울특별시,강동구,양재대로89길,,active
오늘도 스무살,"제주특별자치도 서귀포시 중앙로 185, 1층 (서홍동)",,제주특별자치도,서귀포시,중앙로,,active
영이아로마,"제주특별자치도 서귀포시 서문로 49, 2층 (서귀동)",,제주특별자치도,서귀포시,서문로,,active
챠밍케어,"서울특별시 중구 장충단로 249-20, 4층 (을지로6가)",,서울특별시,중구,장충단로,,active
디테왁싱,"충청남도 천안시 동남구 신부12길 16, 1층 101호 (신부동)",,충청남도,천안시,동남구,,active
차오름 에스테틱,"울산광역시 울주군 언양읍 서부1길 3, 1층",,울산광역시,울주군,언양읍,,active
엘렌,"경기도 용인시 처인구 모현읍 문현로 345, 1층 일부",,경기도,용인시,처인구,,active
율라니뷰티,"경기도 구리시 아차산로500번길 34, 1층 좌측호 (교문동)",,경기도,구리시,아차산로500번길,,active
예쁘게 동안관리,"광주광역시 서구 상무평화로 62, 상무지구 라인동산아파트 상가1동 2층 210호 (치평동)",,광주광역시,서구,상무평화로,,active
브로우 뷰티 왁싱,"서울특별시 관악구 시흥대로 558-1, 5층 504호 (신림동, G 밸리마인드)",,서울특별시,관악구,시흥대로,,active
루시아앤뷰티,"경상남도 거제시 연초면 죽토2길 2, 1층",,경상남도,거제시,연초면,,active
채우는동안,"서울특별시 동대문구 고산자로36길 3, 경동시장 신관 2층 60028호 (제기동)",,서울특별시,동대문구,고산자로36길,,active
끌레오뷰티크 속눈썹&피부&왁싱 부평점,"인천광역시 부평구 광장로 16, 부평민자역사 본건물 나호 지하2층 138호 (부평동)",,인천광역시,부평구,광장로,,active
더은 에스테틱,"대전광역시 서구 남선로9번길 35-8, 1층 일부호 (탄방동)",,대전광역시,서구,남선로9번길,,active
블루밍뷰티샵,"경기도 의정부시 신흥로 366-4, 1층 (가능동)",,경기도,의정부시,신흥로,,active
스파원,"서울특별시 용산구 독서당로 79, 3,4층 (한남동)",,서울특별시,용산구,독서당로,,active
유앤뷰티,"충청북도 충주시 금봉5길 1, 1층 102호 (용산동)",,충청북도,충주시,금봉5길,,active
캐롤언니 토탈뷰티,"서울특별시 강남구 강남대로106길 18, 정진빌딩 지상2층 (역삼동)",,서울특별시,강남구,강남대로106길,,active
다이아뷰티왁싱,"충청남도 천안시 서북구 원두정10길 28, 2층 (두정동)",,충청남도,천안시,서북구,,active
닮향 뷰티,"부산광역시 연제구 과정로 311, 2층 일부호 (연산동)",,부산광역시,연제구,과정로,,active
스파슬로우(spa slow),"경기도 성남시 분당구 판교대장로 77, 근린생활시설동 지하1층 103호 (대장동, 판교 풍경채 어바니티 7단지)",,경기도,성남시,분당구,,active
바이뉴나,"광주광역시 북구 서강로62번길 51, 1층 (운암동)",,광주광역시,북구,서강로62번길,,active
나다움뷰티 본점,"인천광역시 서구 이음5로 24, 검단 쓰리엠타워 1동 204호 (원당동)",,인천광역시,서구,이음5로,,active
저스트 텐 미니트,"광주광역시 서구 상무공원로 33, 상무1차우미아파트 상가동 204호 (치평동)",,광주광역시,서구,상무공원로,,active
닥터봉바디(Dr봉바디),"서울특별시 동작구 동작대로23길 15, 미광빌딩 2층 (사당동)",,서울특별시,동작구,동작대로23길,,active
하루비에스테틱,"광주광역시 북구 첨단연신로 240, 첨단휴먼시아 2층 204호 (신용동)",,광주광역시,북구,첨단연신로,,active
다온바디테라피,"서울특별시 관악구 난곡로66길 21, 2층 201호 (신림동)",,서울특별시,관악구,난곡로66길,,active
쉬즈미,"인천광역시 서구 거북로119번길 10, 1층 일부호 (석남동)",,인천광역시,서구,거북로119번길,,active
꽃다움피부,"경기도 수원시 영통구 중부대로 259, 2층 208일부호 (원천동)",,경기도,수원시,영통구,,active
랑오르(RANGOR),"경기도 하남시 미사강변동로 85, 힐스테이트 에코 미사 4층 419호 (망월동)",,경기도,하남시,미사강변동로,,active
가희,"부산광역시 서구 구덕로150번길 9, 1층 (토성동3가)",,부산광역시,서구,구덕로150번길,,active
루시토탈 뷰티샵,"부산광역시 부산진구 서전로67번길 7, 3층 (전포동)",,부산광역시,부산진구,서전로67번길,,active
OIC,경상남도 하동군 진교면 민다리길 11,,경상남도,하동군,진교면,,active
"예뻐진, 오늘 Beauty & Academy","서울특별시 송파구 중대로 135, 아이티벤처타워 B121호 (가락동)",,서울특별시,송파구,중대로,,active
쉼's에스테틱,"경기도 용인시 처인구 명지로16번길 9-24, 206호 (역북동)",,경기도,용인시,처인구,,active
탈모커버센터 올미,"서울특별시 마포구 월드컵로20길 6, 용주빌딩 3층 전체호 (서교동)",,서울특별시,마포구,월드컵로20길,,active
카라뷰티,"대구광역시 달서구 달구벌대로305길 58, 1층 (죽전동)",,대구광역시,달서구,달구벌대로305길,,active
얼리샵,"부산광역시 부산진구 부전로 60, 3층 전부호 (부전동)",,부산광역시,부산진구,부전로,,active
빛나에스테틱,"대전광역시 서구 문정로 77, 로데오 타운 3층 348호 (탄방동)",,대전광역시,서구,문정로,,active
에스테틱오다,"인천광역시 연수구 랜드마크로 68, 301동 220(일부)호 (송도동, 랜드마크시티센트럴더샵)",,인천광역시,연수구,랜드마크로,,active
아이그루비뷰티,"전라남도 광양시 사동로 128, 2층중 2층일부 (중동)",,전라남도,광양시,사동로,,active
보드라운(BODRAUN),"부산광역시 부산진구 범천로 24, 3층 전체호 (범천동)",,부산광역시,부산진구,범천로,,active
루체작은얼굴 대구 피부관리,"대구광역시 중구 대봉로 209-5, 지상 3층 (대봉동)",,대구광역시,중구,대봉로,,active
뷰티어라인,"서울특별시 구로구 중앙로 100, 204호 (고척동)",,서울특별시,구로구,중앙로,,active
거꾸로 가는 시간 논산점,"충청남도 논산시 중앙로 356, 1층 (취암동)",,충청남도,논산시,중앙로,,active
보경스킨케어,"경상남도 창원시 마산회원구 내서읍 호원로 226, 405호 일부",,경상남도,창원시,마산회원구,,active
스킨케어,"충청남도 아산시 시민로449번길 32, 1층 103호 (온천동)",,충청남도,아산시,시민로449번길,,active
휴 테라피,"경기도 고양시 덕양구 꽃마을로 64, DMC스타허브플러스 5층 513호 (향동동)",,경기도,고양시,덕양구,,active
트윙클아이,"충청남도 논산시 중앙로 204, 1층 (내동)",,충청남도,논산시,중앙로,,active
포나 에스테틱(FONA),"부산광역시 남구 용소로14번길 50, 4층 (대연동)",,부산광역시,남구,용소로14번길,,active
벨뷰티,"경기도 김포시 김포한강9로75번길 10, 802-5호 (구래동)",,경기도,김포시,김포한강9로75번길,,active
미소 에스테틱,"경상북도 경주시 보문로 465-67, B동 1층 (신평동)",,경상북도,경주시,보문로,,active
로얄에스테틱,"경기도 오산시 청학로 250, 105호 (수청동)",,경기도,오산시,청학로,,active
노블스킨,"경상남도 창원시 마산회원구 양덕로 153, 한일타운2차아파트 상가동 204호 (양덕동)",,경상남도,창원시,마산회원구,,active
청담뷰티,"인천광역시 미추홀구 주승로 98-5, 1층 일부호 (주안동)",,인천광역시,미추홀구,주승로,,active
재이뷰티,"경기도 수원시 팔달구 덕영대로697번길 7, 아트프라자 4층 15호 (화서동)",,경기도,수원시,팔달구,,active
에스테틱 온쉼,전라남도 곡성군 곡성읍 읍내19길 2,,전라남도,곡성군,곡성읍,,active
땅왁싱,"서울특별시 강남구 강남대로118길 14, 지상5층 (논현동)",,서울특별시,강남구,강남대로118길,,active
모이라에스테틱&모공세척광산점,"광주광역시 광산구 신창로 111, 2층 (신창동)",,광주광역시,광산구,신창로,,active
제이라인슈가링왁싱,"서울특별시 강북구 솔샘로68길 24, 2층 (미아동)",,서울특별시,강북구,솔샘로68길,,active
샵(#),"전라남도 화순군 화순읍 자치샘로 21-11, 1층",,전라남도,화순군,화순읍,,active
샵모노(#mono),"경기도 안산시 단원구 중앙대로 895, 유창빌딩 5층 509호 (고잔동)",,경기도,안산시,단원구,,active
로얄아로마테라피,"경기도 안산시 상록구 본오로 55, 4층 (본오동)",,경기도,안산시,상록구,,active
아이예쁘다,"울산광역시 북구 매산로 29, 조은프라자 지상1층 105호일부호 (매곡동)",,울산광역시,북구,매산로,,active
바이민스킨앤바디,"경상남도 김해시 함박로 102, 3층 332호 (외동, 한국2차아파트)",,경상남도,김해시,함박로,,active
폴링뷰티,"경기도 화성시 동탄첨단산업1로 27, 금강펜테리움 IX타워 MB101호 (영천동)",,경기도,화성시,동탄첨단산업1로,,active
힐픽,"서울특별시 서초구 동산로12길 4, 유성빌딩 5층 501호 (양재동)",,서울특별시,서초구,동산로12길,,active
나린에스테틱,"충청남도 당진시 밤절로 168, 로뎀타워 116호 (수청동)",,충청남도,당진시,밤절로,,active
지니왁싱,"경상남도 양산시 양산역로 85, 시티타워 204호 일부 (중부동)",,경상남도,양산시,양산역로,,active
세븐데이즈 슈가왁싱,"충청북도 청주시 청원구 율량로 198, 듀엘타워 3층 302호 (율량동)",,충청북도,청주시,청원구,,active
레오뷰티,"경상북도 구미시 인동중앙로3길 19, 1층 111호 (황상동)",,경상북도,구미시,인동중앙로3길,,active
모두케어테라피,"광주광역시 북구 첨단연신로91번길 30, 2층 204호 (신용동)",,광주광역시,북구,첨단연신로91번길,,active
아큐포인트,"전라남도 광양시 광양읍 순광로 693, 2층중 2층전부",,전라남도,광양시,광양읍,,active
림프온에스테틱,"경기도 평택시 함박산10길 21, 1층 (고덕동)",,경기도,평택시,함박산10길,,active
리타임뷰티안양호계점,"경기도 안양시 동안구 엘에스로 45, 대영골든타워 2층 207호 (호계동)",,경기도,안양시,동안구,,active
뷰티샤이(beauty shy),"경기도 이천시 대월면 대산로288번길 72, 아미가든쇼핑센타 A동 1층 101호",,경기도,이천시,대월면,,active
B&B에스테틱,"인천광역시 연수구 샘말로8번길 8, 2층 202 일부호 (연수동)",,인천광역시,연수구,샘말로8번길,,active
거꾸로가는시간(춘천점),"강원특별자치도 춘천시 스포츠타운길 538, 2층 (온의동)",,강원특별자치도,춘천시,스포츠타운길,,active
다올스킨케어,"충청남도 천안시 동남구 일봉로 34, 두레현대상가 1단지동 2층 205~206호 (신방동, 두레현대아파트)",,충청남도,천안시,동남구,,active
왕실약손,"부산광역시 부산진구 동천로 65, 3층 전부호 (부전동)",,부산광역시,부산진구,동천로,,active
비올레 마지,"경기도 양주시 회천남로 80, 대방엘리움 어반시티 오피스텔 312호 (옥정동)",,경기도,양주시,회천남로,,active
숲앤제이 에스테틱,"서울특별시 강남구 논현로153길 35, 2층 (신사동)",,서울특별시,강남구,논현로153길,,active
비비드뷰티랩(VIVID BEAUTY LAB),"경상남도 창원시 성산구 삼동로128번길 30, 월드메르디앙웨스턴애비뉴116 105호 일부호 (내동)",,경상남도,창원시,성산구,,active
터치포유,"경기도 수원시 영통구 동수원로286번길 13-7, 202호 (매탄동)",,경기도,수원시,영통구,,active
빛나유 스킨케어(SKIN CARE),"광주광역시 서구 풍암2로57번길 8, 2층 (풍암동)",,광주광역시,서구,풍암2로57번길,,active
예빛피부관리실,"전라남도 순천시 삼산로 92-50, 상가동 2층 201호 (용당동, 용당피오레)",,전라남도,순천시,삼산로,,active
솜뷰티,"인천광역시 미추홀구 주안로 108, 경향프라자 1003호 (주안동)",,인천광역시,미추홀구,주안로,,active
오모나 왁싱,"부산광역시 부산진구 중앙대로989번길 13, 4층 (양정동)",,부산광역시,부산진구,중앙대로989번길,,active
건강한테라피,"경기도 고양시 일산동구 중앙로 1080, 남정골드프라자 308호 (백석동)",,경기도,고양시,일산동구,,active
더플러스채우다,"경기도 안양시 만안구 만안로 31-3, 안양 인터비즈 8층 807호 (안양동)",,경기도,안양시,만안구,,active
이너프뷰티(enough Beauty),"경기도 평택시 고덕갈평5길 30, 서정타워1 2층 213호 (고덕동)",,경기도,평택시,고덕갈평5길,,active
예스맘케어,"경기도 용인시 처인구 백옥대로 1392, 3층 일부(301호) (유방동)",,경기도,용인시,처인구,,active
엘렌,"경기도 광주시 능평로 81-1, 지층 103호 (능평동)",,경기도,광주시,능평로,,active
스테디 스킨,"서울특별시 영등포구 은행로 60-1, 시그니티 1동 2층 204호 (여의도동)",,서울특별시,영등포구,은행로,,active
뷰티로운 Beauty,"경기도 김포시 김포한강9로 116, A동 103호 (구래동, 한강신도시 반도유보라5차)",,경기도,김포시,김포한강9로,,active
마이스킨,"경기도 수원시 장안구 경수대로939번길 12-1, 1층 일부호 (송죽동)",,경기도,수원시,장안구,,active
이유뷰티,"서울특별시 구로구 경인로 643, 205동 114호 (신도림동, 신도림2차동아아파트)",,서울특별시,구로구,경인로,,active
HN spa 에이치엔스파(히스토어 네츄어렌),"서울특별시 중구 세종대로 135, 코리아나호텔 8층 801호 (태평로1가)",,서울특별시,중구,세종대로,,active
아이뽀 피부,"서울특별시 송파구 오금로48길 18, 1층 101호 (가락동)",,서울특별시,송파구,오금로48길,,active
기적의공간정왕일(1)호점,"경기도 시흥시 봉우재로 23-19, 1층 일부호 (정왕동)",,경기도,시흥시,봉우재로,,active
솔브에스테틱,"서울특별시 송파구 백제고분로42길 6-17, 2층 201호 (송파동, Centcr Vill)",,서울특별시,송파구,백제고분로42길,,active
희뷰티샬롱,"대구광역시 수성구 무열로 31, 1층 (만촌동)",,대구광역시,수성구,무열로,,active
시월애,"서울특별시 강남구 역삼로63길 23, 5층 (대치동)",,서울특별시,강남구,역삼로63길,,active
르브니아로마,"제주특별자치도 서귀포시 소암로 33, 2층 (서귀동)",,제주특별자치도,서귀포시,소암로,,active
아누뷰티스킨케어,"대구광역시 수성구 범어로24길 21, 1층 (범어동)",,대구광역시,수성구,범어로24길,,active
J.페어테라피,전라남도 영암군 삼호읍 대불주거4로 9,,전라남도,영암군,삼호읍,,active
수에스테틱,"부산광역시 연제구 금련로16번길 9, 1층 일부호 (연산동)",,부산광역시,연제구,금련로16번길,,active
올가드림뷰티 올림픽공원점,"서울특별시 강동구 성내로18길 28, 101호 (성내동, 에스와이빌)",,서울특별시,강동구,성내로18길,,active
제이스킨,"대전광역시 대덕구 덕암로 233, 1층 (덕암동)",,대전광역시,대덕구,덕암로,,active
그랑뷰티,"광주광역시 광산구 장신로20번길 11, 1층 (장덕동)",,광주광역시,광산구,장신로20번길,,active
몸사랑피부샵,"광주광역시 광산구 산정로 9, 1층 (산정동)",,광주광역시,광산구,산정로,,active
평안(peace),"서울특별시 강서구 마곡중앙6로 66, 퀸즈파크텐 406호 (마곡동)",,서울특별시,강서구,마곡중앙6로,,active
변화함 옥포점,"경상남도 거제시 옥포로12길 6, 에이동 1층 109호 (옥포동, 옥포빌라)",,경상남도,거제시,옥포로12길,,active
가인(佳人) 피부샵,"서울특별시 영등포구 도림로39길 21, 2층 (대림동)",,서울특별시,영등포구,도림로39길,,active
천리 에스테틱,"인천광역시 중구 영종대로 118, 뉴에어포트오피스텔 2층 205호 (운서동)",,인천광역시,중구,영종대로,,active
